C:\py\IMG\center_2017_09_18_19_48_35_981.jpg, C:\py\IMG\left_2017_09_18_19_48_35_981.jpg, C:\py\IMG\right_2017_09_18_19_48_35_981.jpg, 0, 1, 0, 22.50436
C:\py\IMG\center_2017_09_18_19_48_36_084.jpg, C:\py\IMG\left_2017_09_18_19_48_36_084.jpg, C:\py\IMG\right_2017_09_18_19_48_36_084.jpg, -0.09891713, 1, 0, 23.44413
C:\py\IMG\center_2017_09_18_19_48_36_189.jpg, C:\py\IMG\left_2017_09_18_19_48_36_189.jpg, C:\py\IMG\right_2017_09_18_19_48_36_189.jpg, 0, 1, 0, 24.61268
C:\py\IMG\center_2017_09_18_19_48_36_291.jpg, C:\py\IMG\left_2017_09_18_19_48_36_291.jpg, C:\py\IMG\right_2017_09_18_19_48_36_291.jpg, 0, 1, 0, 25.57457
C:\py\IMG\center_2017_09_18_19_48_36_392.jpg, C:\py\IMG\left_2017_09_18_19_48_36_392.jpg, C:\py\IMG\right_2017_09_18_19_48_36_392.jpg, 0, 1, 0, 26.52405
C:\py\IMG\center_2017_09_18_19_48_36_499.jpg, C:\py\IMG\left_2017_09_18_19_48_36_499.jpg, C:\py\IMG\right_2017_09_18_19_48_36_499.jpg, 0, 1, 0, 27.46679
C:\py\IMG\center_2017_09_18_19_48_36_605.jpg, C:\py\IMG\left_2017_09_18_19_48_36_605.jpg, C:\py\IMG\right_2017_09_18_19_48_36_605.jpg, -0.2727875, 1, 0, 28.3467
C:\py\IMG\center_2017_09_18_19_48_36_707.jpg, C:\py\IMG\left_2017_09_18_19_48_36_707.jpg, C:\py\IMG\right_2017_09_18_19_48_36_707.jpg, -0.5836877, 1, 0, 29.18139
C:\py\IMG\center_2017_09_18_19_48_36_814.jpg, C:\py\IMG\left_2017_09_18_19_48_36_814.jpg, C:\py\IMG\right_2017_09_18_19_48_36_814.jpg, -0.2642028, 1, 0, 30.07587
C:\py\IMG\center_2017_09_18_19_48_36_920.jpg, C:\py\IMG\left_2017_09_18_19_48_36_920.jpg, C:\py\IMG\right_2017_09_18_19_48_36_920.jpg, 0, 1, 0, 30.18578
C:\py\IMG\center_2017_09_18_19_48_37_026.jpg, C:\py\IMG\left_2017_09_18_19_48_37_026.jpg, C:\py\IMG\right_2017_09_18_19_48_37_026.jpg, 0, 1, 0, 30.18919
C:\py\IMG\center_2017_09_18_19_48_37_126.jpg, C:\py\IMG\left_2017_09_18_19_48_37_126.jpg, C:\py\IMG\right_2017_09_18_19_48_37_126.jpg, 0, 1, 0, 30.1906
C:\py\IMG\center_2017_09_18_19_48_37_232.jpg, C:\py\IMG\left_2017_09_18_19_48_37_232.jpg, C:\py\IMG\right_2017_09_18_19_48_37_232.jpg, -0.359347, 1, 0, 30.16453
C:\py\IMG\center_2017_09_18_19_48_37_338.jpg, C:\py\IMG\left_2017_09_18_19_48_37_338.jpg, C:\py\IMG\right_2017_09_18_19_48_37_338.jpg, -0.06349063, 1, 0, 30.19136
C:\py\IMG\center_2017_09_18_19_48_37_442.jpg, C:\py\IMG\left_2017_09_18_19_48_37_442.jpg, C:\py\IMG\right_2017_09_18_19_48_37_442.jpg, 0, 1, 0, 30.18992
C:\py\IMG\center_2017_09_18_19_48_37_543.jpg, C:\py\IMG\left_2017_09_18_19_48_37_543.jpg, C:\py\IMG\right_2017_09_18_19_48_37_543.jpg, 0, 1, 0, 30.19028
C:\py\IMG\center_2017_09_18_19_48_37_643.jpg, C:\py\IMG\left_2017_09_18_19_48_37_643.jpg, C:\py\IMG\right_2017_09_18_19_48_37_643.jpg, 0, 1, 0, 30.19027
C:\py\IMG\center_2017_09_18_19_48_37_750.jpg, C:\py\IMG\left_2017_09_18_19_48_37_750.jpg, C:\py\IMG\right_2017_09_18_19_48_37_750.jpg, 0, 1, 0, 30.19033
C:\py\IMG\center_2017_09_18_19_48_37_850.jpg, C:\py\IMG\left_2017_09_18_19_48_37_850.jpg, C:\py\IMG\right_2017_09_18_19_48_37_850.jpg, 0, 1, 0, 30.1903
C:\py\IMG\center_2017_09_18_19_48_37_955.jpg, C:\py\IMG\left_2017_09_18_19_48_37_955.jpg, C:\py\IMG\right_2017_09_18_19_48_37_955.jpg, 0, 1, 0, 30.19057
C:\py\IMG\center_2017_09_18_19_48_38_061.jpg, C:\py\IMG\left_2017_09_18_19_48_38_061.jpg, C:\py\IMG\right_2017_09_18_19_48_38_061.jpg, 0, 1, 0, 30.1903
C:\py\IMG\center_2017_09_18_19_48_38_164.jpg, C:\py\IMG\left_2017_09_18_19_48_38_164.jpg, C:\py\IMG\right_2017_09_18_19_48_38_164.jpg, -0.2625727, 1, 0, 30.1744
C:\py\IMG\center_2017_09_18_19_48_38_270.jpg, C:\py\IMG\left_2017_09_18_19_48_38_270.jpg, C:\py\IMG\right_2017_09_18_19_48_38_270.jpg, 0, 1, 0, 30.18966
C:\py\IMG\center_2017_09_18_19_48_38_374.jpg, C:\py\IMG\left_2017_09_18_19_48_38_374.jpg, C:\py\IMG\right_2017_09_18_19_48_38_374.jpg, 0, 1, 0, 30.1901
C:\py\IMG\center_2017_09_18_19_48_38_479.jpg, C:\py\IMG\left_2017_09_18_19_48_38_479.jpg, C:\py\IMG\right_2017_09_18_19_48_38_479.jpg, 0, 1, 0, 30.19027
C:\py\IMG\center_2017_09_18_19_48_38_584.jpg, C:\py\IMG\left_2017_09_18_19_48_38_584.jpg, C:\py\IMG\right_2017_09_18_19_48_38_584.jpg, 0, 1, 0, 30.19029
C:\py\IMG\center_2017_09_18_19_48_38_692.jpg, C:\py\IMG\left_2017_09_18_19_48_38_692.jpg, C:\py\IMG\right_2017_09_18_19_48_38_692.jpg, 0, 1, 0, 30.19029
C:\py\IMG\center_2017_09_18_19_48_38_793.jpg, C:\py\IMG\left_2017_09_18_19_48_38_793.jpg, C:\py\IMG\right_2017_09_18_19_48_38_793.jpg, 0, 1, 0, 30.18917
C:\py\IMG\center_2017_09_18_19_48_38_897.jpg, C:\py\IMG\left_2017_09_18_19_48_38_897.jpg, C:\py\IMG\right_2017_09_18_19_48_38_897.jpg, 0, 1, 0, 30.19021
C:\py\IMG\center_2017_09_18_19_48_39_002.jpg, C:\py\IMG\left_2017_09_18_19_48_39_002.jpg, C:\py\IMG\right_2017_09_18_19_48_39_002.jpg, 0, 1, 0, 30.18942
C:\py\IMG\center_2017_09_18_19_48_39_108.jpg, C:\py\IMG\left_2017_09_18_19_48_39_108.jpg, C:\py\IMG\right_2017_09_18_19_48_39_108.jpg, 0, 1, 0, 30.19024
C:\py\IMG\center_2017_09_18_19_48_39_215.jpg, C:\py\IMG\left_2017_09_18_19_48_39_215.jpg, C:\py\IMG\right_2017_09_18_19_48_39_215.jpg, -0.04317017, 1, 0, 30.18983
C:\py\IMG\center_2017_09_18_19_48_39_322.jpg, C:\py\IMG\left_2017_09_18_19_48_39_322.jpg, C:\py\IMG\right_2017_09_18_19_48_39_322.jpg, -0.3582369, 1, 0, 30.16288
C:\py\IMG\center_2017_09_18_19_48_39_425.jpg, C:\py\IMG\left_2017_09_18_19_48_39_425.jpg, C:\py\IMG\right_2017_09_18_19_48_39_425.jpg, -0.12424, 1, 0, 30.19051
C:\py\IMG\center_2017_09_18_19_48_39_526.jpg, C:\py\IMG\left_2017_09_18_19_48_39_526.jpg, C:\py\IMG\right_2017_09_18_19_48_39_526.jpg, 0, 1, 0, 30.18972
C:\py\IMG\center_2017_09_18_19_48_39_633.jpg, C:\py\IMG\left_2017_09_18_19_48_39_633.jpg, C:\py\IMG\right_2017_09_18_19_48_39_633.jpg, 0, 1, 0, 30.19022
C:\py\IMG\center_2017_09_18_19_48_39_740.jpg, C:\py\IMG\left_2017_09_18_19_48_39_740.jpg, C:\py\IMG\right_2017_09_18_19_48_39_740.jpg, 0, 1, 0, 30.19035
C:\py\IMG\center_2017_09_18_19_48_39_845.jpg, C:\py\IMG\left_2017_09_18_19_48_39_845.jpg, C:\py\IMG\right_2017_09_18_19_48_39_845.jpg, 0, 1, 0, 30.1903
C:\py\IMG\center_2017_09_18_19_48_39_947.jpg, C:\py\IMG\left_2017_09_18_19_48_39_947.jpg, C:\py\IMG\right_2017_09_18_19_48_39_947.jpg, -0.09684668, 1, 0, 30.18764
C:\py\IMG\center_2017_09_18_19_48_40_049.jpg, C:\py\IMG\left_2017_09_18_19_48_40_049.jpg, C:\py\IMG\right_2017_09_18_19_48_40_049.jpg, -0.4499731, 1, 0, 30.15146
C:\py\IMG\center_2017_09_18_19_48_40_155.jpg, C:\py\IMG\left_2017_09_18_19_48_40_155.jpg, C:\py\IMG\right_2017_09_18_19_48_40_155.jpg, -0.1560679, 1, 0, 30.19191
C:\py\IMG\center_2017_09_18_19_48_40_255.jpg, C:\py\IMG\left_2017_09_18_19_48_40_255.jpg, C:\py\IMG\right_2017_09_18_19_48_40_255.jpg, 0, 1, 0, 30.18928
C:\py\IMG\center_2017_09_18_19_48_40_355.jpg, C:\py\IMG\left_2017_09_18_19_48_40_355.jpg, C:\py\IMG\right_2017_09_18_19_48_40_355.jpg, 0, 1, 0, 30.19017
C:\py\IMG\center_2017_09_18_19_48_40_459.jpg, C:\py\IMG\left_2017_09_18_19_48_40_459.jpg, C:\py\IMG\right_2017_09_18_19_48_40_459.jpg, 0, 1, 0, 30.19027
C:\py\IMG\center_2017_09_18_19_48_40_566.jpg, C:\py\IMG\left_2017_09_18_19_48_40_566.jpg, C:\py\IMG\right_2017_09_18_19_48_40_566.jpg, 0, 1, 0, 30.1903
C:\py\IMG\center_2017_09_18_19_48_40_672.jpg, C:\py\IMG\left_2017_09_18_19_48_40_672.jpg, C:\py\IMG\right_2017_09_18_19_48_40_672.jpg, -0.1472049, 1, 0, 30.18414
C:\py\IMG\center_2017_09_18_19_48_40_776.jpg, C:\py\IMG\left_2017_09_18_19_48_40_776.jpg, C:\py\IMG\right_2017_09_18_19_48_40_776.jpg, -0.1893974, 1, 0, 30.18825
C:\py\IMG\center_2017_09_18_19_48_40_877.jpg, C:\py\IMG\left_2017_09_18_19_48_40_877.jpg, C:\py\IMG\right_2017_09_18_19_48_40_877.jpg, 0, 1, 0, 30.19016
C:\py\IMG\center_2017_09_18_19_48_40_984.jpg, C:\py\IMG\left_2017_09_18_19_48_40_984.jpg, C:\py\IMG\right_2017_09_18_19_48_40_984.jpg, 0, 1, 0, 30.19026
C:\py\IMG\center_2017_09_18_19_48_41_087.jpg, C:\py\IMG\left_2017_09_18_19_48_41_087.jpg, C:\py\IMG\right_2017_09_18_19_48_41_087.jpg, 0, 1, 0, 30.1903
C:\py\IMG\center_2017_09_18_19_48_41_194.jpg, C:\py\IMG\left_2017_09_18_19_48_41_194.jpg, C:\py\IMG\right_2017_09_18_19_48_41_194.jpg, 0, 1, 0, 30.19029
C:\py\IMG\center_2017_09_18_19_48_41_297.jpg, C:\py\IMG\left_2017_09_18_19_48_41_297.jpg, C:\py\IMG\right_2017_09_18_19_48_41_297.jpg, -0.2844478, 1, 0, 30.17204
C:\py\IMG\center_2017_09_18_19_48_41_399.jpg, C:\py\IMG\left_2017_09_18_19_48_41_399.jpg, C:\py\IMG\right_2017_09_18_19_48_41_399.jpg, -0.0277379, 1, 0, 30.19029
C:\py\IMG\center_2017_09_18_19_48_41_504.jpg, C:\py\IMG\left_2017_09_18_19_48_41_504.jpg, C:\py\IMG\right_2017_09_18_19_48_41_504.jpg, 0, 1, 0, 30.18978
C:\py\IMG\center_2017_09_18_19_48_41_604.jpg, C:\py\IMG\left_2017_09_18_19_48_41_604.jpg, C:\py\IMG\right_2017_09_18_19_48_41_604.jpg, 0, 1, 0, 30.18999
C:\py\IMG\center_2017_09_18_19_48_41_705.jpg, C:\py\IMG\left_2017_09_18_19_48_41_705.jpg, C:\py\IMG\right_2017_09_18_19_48_41_705.jpg, 0, 1, 0, 30.19059
C:\py\IMG\center_2017_09_18_19_48_41_806.jpg, C:\py\IMG\left_2017_09_18_19_48_41_806.jpg, C:\py\IMG\right_2017_09_18_19_48_41_806.jpg, 0, 1, 0, 30.19043
C:\py\IMG\center_2017_09_18_19_48_41_913.jpg, C:\py\IMG\left_2017_09_18_19_48_41_913.jpg, C:\py\IMG\right_2017_09_18_19_48_41_913.jpg, -0.3189783, 1, 0, 30.16928
C:\py\IMG\center_2017_09_18_19_48_42_017.jpg, C:\py\IMG\left_2017_09_18_19_48_42_017.jpg, C:\py\IMG\right_2017_09_18_19_48_42_017.jpg, -0.03039254, 1, 0, 30.1905
C:\py\IMG\center_2017_09_18_19_48_42_119.jpg, C:\py\IMG\left_2017_09_18_19_48_42_119.jpg, C:\py\IMG\right_2017_09_18_19_48_42_119.jpg, 0, 1, 0, 30.18998
C:\py\IMG\center_2017_09_18_19_48_42_221.jpg, C:\py\IMG\left_2017_09_18_19_48_42_221.jpg, C:\py\IMG\right_2017_09_18_19_48_42_221.jpg, 0, 1, 0, 30.19018
C:\py\IMG\center_2017_09_18_19_48_42_323.jpg, C:\py\IMG\left_2017_09_18_19_48_42_323.jpg, C:\py\IMG\right_2017_09_18_19_48_42_323.jpg, 0, 1, 0, 30.19022
C:\py\IMG\center_2017_09_18_19_48_42_424.jpg, C:\py\IMG\left_2017_09_18_19_48_42_424.jpg, C:\py\IMG\right_2017_09_18_19_48_42_424.jpg, -0.02232061, 1, 0, 30.19009
C:\py\IMG\center_2017_09_18_19_48_42_529.jpg, C:\py\IMG\left_2017_09_18_19_48_42_529.jpg, C:\py\IMG\right_2017_09_18_19_48_42_529.jpg, -0.09525535, 1, 0, 30.19038
C:\py\IMG\center_2017_09_18_19_48_42_631.jpg, C:\py\IMG\left_2017_09_18_19_48_42_631.jpg, C:\py\IMG\right_2017_09_18_19_48_42_631.jpg, 0, 1, 0, 30.18983
C:\py\IMG\center_2017_09_18_19_48_42_733.jpg, C:\py\IMG\left_2017_09_18_19_48_42_733.jpg, C:\py\IMG\right_2017_09_18_19_48_42_733.jpg, 0, 1, 0, 30.19059
C:\py\IMG\center_2017_09_18_19_48_42_833.jpg, C:\py\IMG\left_2017_09_18_19_48_42_833.jpg, C:\py\IMG\right_2017_09_18_19_48_42_833.jpg, 0, 1, 0, 30.19029
C:\py\IMG\center_2017_09_18_19_48_42_940.jpg, C:\py\IMG\left_2017_09_18_19_48_42_940.jpg, C:\py\IMG\right_2017_09_18_19_48_42_940.jpg, 0, 1, 0, 30.19094
C:\py\IMG\center_2017_09_18_19_48_43_045.jpg, C:\py\IMG\left_2017_09_18_19_48_43_045.jpg, C:\py\IMG\right_2017_09_18_19_48_43_045.jpg, -0.2695589, 1, 0, 30.17479
C:\py\IMG\center_2017_09_18_19_48_43_150.jpg, C:\py\IMG\left_2017_09_18_19_48_43_150.jpg, C:\py\IMG\right_2017_09_18_19_48_43_150.jpg, 0, 1, 0, 30.18985
C:\py\IMG\center_2017_09_18_19_48_43_254.jpg, C:\py\IMG\left_2017_09_18_19_48_43_254.jpg, C:\py\IMG\right_2017_09_18_19_48_43_254.jpg, 0, 1, 0, 30.19025
C:\py\IMG\center_2017_09_18_19_48_43_361.jpg, C:\py\IMG\left_2017_09_18_19_48_43_361.jpg, C:\py\IMG\right_2017_09_18_19_48_43_361.jpg, 0, 1, 0, 30.19029
C:\py\IMG\center_2017_09_18_19_48_43_470.jpg, C:\py\IMG\left_2017_09_18_19_48_43_470.jpg, C:\py\IMG\right_2017_09_18_19_48_43_470.jpg, 0, 1, 0, 30.19027
C:\py\IMG\center_2017_09_18_19_48_43_577.jpg, C:\py\IMG\left_2017_09_18_19_48_43_577.jpg, C:\py\IMG\right_2017_09_18_19_48_43_577.jpg, 0, 1, 0, 30.19028
C:\py\IMG\center_2017_09_18_19_48_43_681.jpg, C:\py\IMG\left_2017_09_18_19_48_43_681.jpg, C:\py\IMG\right_2017_09_18_19_48_43_681.jpg, 0, 1, 0, 30.19022
C:\py\IMG\center_2017_09_18_19_48_43_783.jpg, C:\py\IMG\left_2017_09_18_19_48_43_783.jpg, C:\py\IMG\right_2017_09_18_19_48_43_783.jpg, 0, 1, 0, 30.19082
C:\py\IMG\center_2017_09_18_19_48_43_885.jpg, C:\py\IMG\left_2017_09_18_19_48_43_885.jpg, C:\py\IMG\right_2017_09_18_19_48_43_885.jpg, 0, 1, 0, 30.19049
C:\py\IMG\center_2017_09_18_19_48_43_986.jpg, C:\py\IMG\left_2017_09_18_19_48_43_986.jpg, C:\py\IMG\right_2017_09_18_19_48_43_986.jpg, 0, 1, 0, 30.19079
C:\py\IMG\center_2017_09_18_19_48_44_089.jpg, C:\py\IMG\left_2017_09_18_19_48_44_089.jpg, C:\py\IMG\right_2017_09_18_19_48_44_089.jpg, 0, 1, 0, 30.19035
C:\py\IMG\center_2017_09_18_19_48_44_190.jpg, C:\py\IMG\left_2017_09_18_19_48_44_190.jpg, C:\py\IMG\right_2017_09_18_19_48_44_190.jpg, -0.3027652, 1, 0, 30.16978
C:\py\IMG\center_2017_09_18_19_48_44_297.jpg, C:\py\IMG\left_2017_09_18_19_48_44_297.jpg, C:\py\IMG\right_2017_09_18_19_48_44_297.jpg, -0.00738179, 1, 0, 30.18965
C:\py\IMG\center_2017_09_18_19_48_44_404.jpg, C:\py\IMG\left_2017_09_18_19_48_44_404.jpg, C:\py\IMG\right_2017_09_18_19_48_44_404.jpg, 0, 1, 0, 30.19009
C:\py\IMG\center_2017_09_18_19_48_44_511.jpg, C:\py\IMG\left_2017_09_18_19_48_44_511.jpg, C:\py\IMG\right_2017_09_18_19_48_44_511.jpg, 0, 1, 0, 30.1903
